year,name,rating,category,engine,detail_url
2024,Yamaha Tenere 700 Explore,-,Sport touring,689 ccm,https://bikez.com/motorcycles/yamaha_tenere_700_explore_2024.php
2024,Yamaha Tenere 700 Extreme,-,Sport touring,689 ccm,https://bikez.com/motorcycles/yamaha_tenere_700_extreme_2024.php
2024,Yamaha Tenere 700 World Raid,-,Sport touring,689 ccm,https://bikez.com/motorcycles/yamaha_tenere_700_world_raid_2024.php
2024,Yamaha Tenere 700 World Rally,-,Sport touring,689 ccm,https://bikez.com/motorcycles/yamaha_tenere_700_world_rally_2024.php
2024,Yamaha TMAX Tech Max,Show rating,Scooter,562 ccm,https://bikez.com/motorcycles/yamaha_tmax_tech_max_2024.php
2024,Yamaha Tracer 9 GT Plus,Show rating,Sport touring,890 ccm,https://bikez.com/motorcycles/yamaha_tracer_9_gt_plus_2024.php
2024,Yamaha Tricity 125,-,Scooter,125 ccm,https://bikez.com/motorcycles/yamaha_tricity_125_2024.php
2024,Yamaha Tricity 300,-,Scooter,292 ccm,https://bikez.com/motorcycles/yamaha_tricity_300_2024.php
2024,Yamaha TT-R110,-,Enduro/offroad,110 ccm,https://bikez.com/motorcycles/yamaha_tt-r110_2024.php
2024,Yamaha TT-R110E,-,Enduro/offroad,110 ccm,https://bikez.com/motorcycles/yamaha_tt-r110e_2024.php
2024,Yamaha TT-R125,-,Enduro/offroad,124 ccm,https://bikez.com/motorcycles/yamaha_tt-r125_2024.php
2024,Yamaha TT-R125LE,-,Enduro/offroad,124 ccm,https://bikez.com/motorcycles/yamaha_tt-r125le_2024.php
2024,Yamaha TT-R230,-,Enduro/offroad,223 ccm,https://bikez.com/motorcycles/yamaha_tt-r230_2024.php
2024,Yamaha TT-R50,-,"Minibike, cross",49 ccm,https://bikez.com/motorcycles/yamaha_tt-r50_2024.php
2024,Yamaha TT-R50E,-,"Minibike, cross",49 ccm,https://bikez.com/motorcycles/yamaha_tt-r50e_2024.php
2024,Yamaha TW200,-,Enduro/offroad,196 ccm,https://bikez.com/motorcycles/yamaha_tw200_2024.php
2024,Yamaha V Star 250,-,Custom/cruiser,249 ccm,https://bikez.com/motorcycles/yamaha_v_star_250_2024.php
2024,Yamaha WR250F,-,Enduro/offroad,250 ccm,https://bikez.com/motorcycles/yamaha_wr250f_2024.php
2024,Yamaha WR450F,-,Enduro/offroad,450 ccm,https://bikez.com/motorcycles/yamaha_wr450f_2024.php
2024,Yamaha X-MAX 125 Tech Max,-,Scooter,125 ccm,https://bikez.com/motorcycles/yamaha_x-max_125_tech_max_2024.php
2024,Yamaha X-MAX 300,-,Scooter,292 ccm,https://bikez.com/motorcycles/yamaha_x-max_300_2024.php
2024,Yamaha X-MAX 300 Tech Max,-,Scooter,292 ccm,https://bikez.com/motorcycles/yamaha_x-max_300_tech_max_2024.php
2024,Yamaha XMAX 125,-,Scooter,125 ccm,https://bikez.com/motorcycles/yamaha_xmax_125_2024.php
2024,Yamaha XSR125,-,Naked bike,124 ccm,https://bikez.com/motorcycles/yamaha_xsr125_2024.php
2024,Yamaha XSR125 Legacy,-,Classic,124 ccm,https://bikez.com/motorcycles/yamaha_xsr125_legacy_2024.php
2024,Yamaha XSR700,-,Classic,689 ccm,https://bikez.com/motorcycles/yamaha_xsr700_2024.php
2024,Yamaha XSR900,Show rating,Classic,890 ccm,https://bikez.com/motorcycles/yamaha_xsr900_2024.php
2024,Yamaha XSR900 GP,-,Classic,890 ccm,https://bikez.com/motorcycles/yamaha_xsr900_gp_2024.php
2024,Yamaha XT250,-,Trial,249 ccm,https://bikez.com/motorcycles/yamaha_xt250_2024.php
2024,Yamaha YFZ450R,-,ATV,449 ccm,https://bikez.com/motorcycles/yamaha_yfz450r_2024.php
2024,Yamaha YFZ450R SE,-,ATV,449 ccm,https://bikez.com/motorcycles/yamaha_yfz450r_se_2024.php
2024,Yamaha YZ125,-,Cross/motocross,125 ccm,https://bikez.com/motorcycles/yamaha_yz125_2024.php
2024,Yamaha YZ125 50th Anniversary Edition,-,Cross/motocross,125 ccm,https://bikez.com/motorcycles/yamaha_yz125_50th_anniversary_edition_2024.php
2024,Yamaha YZ125X,-,Enduro/offroad,125 ccm,https://bikez.com/motorcycles/yamaha_yz125x_2024.php
2024,Yamaha YZ250,-,Cross/motocross,249 ccm,https://bikez.com/motorcycles/yamaha_yz250_2024.php
2024,Yamaha YZ250 50th Anniversary Edition,-,Cross/motocross,249 ccm,https://bikez.com/motorcycles/yamaha_yz250_50th_anniversary_edition_2024.php
2024,Yamaha YZ250F,-,Cross/motocross,250 ccm,https://bikez.com/motorcycles/yamaha_yz250f_2024.php
2024,Yamaha YZ250F 50th Anniversary Edition,-,Cross/motocross,250 ccm,https://bikez.com/motorcycles/yamaha_yz250f_50th_anniversary_edition_2024.php
2024,Yamaha YZ250FX,-,Enduro/offroad,250 ccm,https://bikez.com/motorcycles/yamaha_yz250fx_2024.php
2024,Yamaha YZ250X,-,Enduro/offroad,249 ccm,https://bikez.com/motorcycles/yamaha_yz250x_2024.php
2024,Yamaha YZ450F,-,Cross/motocross,450 ccm,https://bikez.com/motorcycles/yamaha_yz450f_2024.php
2024,Yamaha YZ450F 50th Anniversary Edition,-,Cross/motocross,450 ccm,https://bikez.com/motorcycles/yamaha_yz450f_50th_anniversary_edition_2024.php
2024,Yamaha YZ450FX,-,Enduro/offroad,450 ccm,https://bikez.com/motorcycles/yamaha_yz450fx_2024.php
2024,Yamaha YZ65,-,Enduro/offroad,65 ccm,https://bikez.com/motorcycles/yamaha_yz65_2024.php
2024,Yamaha YZ85,-,Cross/motocross,85 ccm,https://bikez.com/motorcycles/yamaha_yz85_2024.php
2024,Yamaha YZ85LW,-,Enduro/offroad,85 ccm,https://bikez.com/motorcycles/yamaha_yz85lw_2024.php
2024,Yamaha YZF-R1,-,Sport,998 ccm,https://bikez.com/motorcycles/yamaha_yzf-r1_2024.php
2024,Yamaha YZF-R15,-,Sport,150 ccm,https://bikez.com/motorcycles/yamaha_yzf-r15_2024.php
2024,Yamaha YZF-R1M,-,Sport,998 ccm,https://bikez.com/motorcycles/yamaha_yzf-r1m_2024.php
2024,Yamaha YZF-R3,-,Sport,321 ccm,https://bikez.com/motorcycles/yamaha_yzf-r3_2024.php
2024,Yamaha YZF-R7,-,Sport,689 ccm,https://bikez.com/motorcycles/yamaha_yzf-r7_2024.php
2024,Yamaha YZF-R7HO,-,Sport,689 ccm,https://bikez.com/motorcycles/yamaha_yzf-r7ho_2024.php
2024,Yamaha YZF-R7LA,-,Sport,655 ccm,https://bikez.com/motorcycles/yamaha_yzf-r7la_2024.php
2024,Yamaha Zuma 125,-,Scooter,125 ccm,https://bikez.com/motorcycles/yamaha_zuma_125_2024.php
2024,YObykes Electron DX,-,Scooter,Electric,https://bikez.com/motorcycles/yobykes_electron_dx_2024.php
2024,Zero DSR X,-,Super motard,Electric,https://bikez.com/motorcycles/zero_dsr_x_2024.php
2024,Zero FXE,-,Super motard,Electric,https://bikez.com/motorcycles/zero_fxe_2024.php
2024,Zero SR-S,-,Sport,Electric,https://bikez.com/motorcycles/zero_sr-s_2024.php
2024,ZEV LRC 15,-,Scooter,Electric,https://bikez.com/motorcycles/zev_lrc_15_2024.php
2024,Znen A9,-,Scooter,50 ccm,https://bikez.com/motorcycles/znen_a9_2024.php
2024,Znen Aurora II 50,-,Scooter,50 ccm,https://bikez.com/motorcycles/znen_aurora_ii_50_2024.php
2024,Znen F11,-,Scooter,50 ccm,https://bikez.com/motorcycles/znen_f11_2024.php
2024,Znen P55 Flamingo,-,Scooter,300 ccm,https://bikez.com/motorcycles/znen_p55_flamingo_2024.php
2024,Znen R9,-,Scooter,50 ccm,https://bikez.com/motorcycles/znen_r9_2024.php
2024,Zongshen Yomi,-,Custom/cruiser,150 ccm,https://bikez.com/motorcycles/zongshen_yomi_2024.php
2024,Zontes ZT125-M,-,Scooter,125 ccm,https://bikez.com/motorcycles/zontes_zt125-m_2024.php
2025,Access Xtreme Enduro 450 EFI,-,ATV,449 ccm,https://bikez.com/motorcycles/access_xtreme_enduro_450_efi_2025.php
2025,Access Xtreme Enduro SP400S,-,ATV,359 ccm,https://bikez.com/motorcycles/access_xtreme_enduro_sp400s_2025.php
2025,Access Xtreme Mini 100,-,ATV,96 ccm,https://bikez.com/motorcycles/access_xtreme_mini_100_2025.php
2025,Access Xtreme Supermoto 450 EFI,-,ATV,449 ccm,https://bikez.com/motorcycles/access_xtreme_supermoto_450_efi_2025.php
2025,Aeon Ai-1 More,-,Scooter,Electric,https://bikez.com/motorcycles/aeon_ai-1_more_2025.php
2025,Aeon CO-IN 125i,-,Scooter,125 ccm,https://bikez.com/motorcycles/aeon_co-in_125i_2025.php
2025,Aeon Crossland 600,-,ATV,565 ccm,https://bikez.com/motorcycles/aeon_crossland_600_2025.php
2025,AJS Digita 50,-,Scooter,49 ccm,https://bikez.com/motorcycles/ajs_digita_50_2025.php
2025,AJS Tempest Roadster 125,-,Allround,124 ccm,https://bikez.com/motorcycles/ajs_tempest_roadster_125_2025.php
2025,Apollino RFZ 70,-,"Minibike, cross",70 ccm,https://bikez.com/motorcycles/apollino_rfz_70_2025.php
2025,Aprilia RS 125,-,Sport,124 ccm,https://bikez.com/motorcycles/aprilia_rs_125_2025.php
2025,Aprilia RS 457,-,Sport,457 ccm,https://bikez.com/motorcycles/aprilia_rs_457_2025.php
2025,Aprilia RS 660,-,Sport,659 ccm,https://bikez.com/motorcycles/aprilia_rs_660_2025.php
2025,Aprilia RS 660 35kW,-,Sport,659 ccm,https://bikez.com/motorcycles/aprilia_rs_660_35kw_2025.php
2025,Aprilia RS 660 Extrema,-,Sport,659 ccm,https://bikez.com/motorcycles/aprilia_rs_660_extrema_2025.php
2025,Aprilia RS 660 Factory,-,Sport,659 ccm,https://bikez.com/motorcycles/aprilia_rs_660_factory_2025.php
2025,Aprilia RSV4 1100,-,Sport,1099 ccm,https://bikez.com/motorcycles/aprilia_rsv4_1100_2025.php
2025,Aprilia RSV4 Factory 1100,-,Sport,1099 ccm,https://bikez.com/motorcycles/aprilia_rsv4_factory_1100_2025.php
2025,Aprilia RSV4 Factory SE-09 SBK 1100,-,Sport,1099 ccm,https://bikez.com/motorcycles/aprilia_rsv4_factory_se-09_sbk_1100_2025.php
2025,Aprilia RX 125,-,Enduro/offroad,124 ccm,https://bikez.com/motorcycles/aprilia_rx_125_2025.php
2025,Aprilia SR 125,Show rating,Scooter,125 ccm,https://bikez.com/motorcycles/aprilia_sr_125_2025.php
2025,Aprilia SR 160,-,Scooter,160 ccm,https://bikez.com/motorcycles/aprilia_sr_160_2025.php
2025,Aprilia SR GT 125,-,Scooter,125 ccm,https://bikez.com/motorcycles/aprilia_sr_gt_125_2025.php
2025,Aprilia SR GT 200,-,Scooter,174 ccm,https://bikez.com/motorcycles/aprilia_sr_gt_200_2025.php
2025,Aprilia SR GT Replica 125,-,Scooter,125 ccm,https://bikez.com/motorcycles/aprilia_sr_gt_replica_125_2025.php
2025,Aprilia SR GT Sport 125,-,Scooter,125 ccm,https://bikez.com/motorcycles/aprilia_sr_gt_sport_125_2025.php
2025,Aprilia SR GT Sport 200,-,Scooter,174 ccm,https://bikez.com/motorcycles/aprilia_sr_gt_sport_200_2025.php
2025,Aprilia SR Storm 125,-,Scooter,125 ccm,https://bikez.com/motorcycles/aprilia_sr_storm_125_2025.php
2025,Aprilia SX 125,-,Super motard,124 ccm,https://bikez.com/motorcycles/aprilia_sx_125_2025.php
2025,Aprilia SXR 50,-,Scooter,49 ccm,https://bikez.com/motorcycles/aprilia_sxr_50_2025.php
2025,Aprilia Tuareg 660,-,Super motard,659 ccm,https://bikez.com/motorcycles/aprilia_tuareg_660_2025.php
2025,Aprilia Tuono 125,-,Naked bike,124 ccm,https://bikez.com/motorcycles/aprilia_tuono_125_2025.php
2025,Aprilia Tuono 457,-,Naked bike,457 ccm,https://bikez.com/motorcycles/aprilia_tuono_457_2025.php
2025,Aprilia Tuono 660,-,Sport,659 ccm,https://bikez.com/motorcycles/aprilia_tuono_660_2025.php
2025,Aprilia Tuono 660 Factory,-,Sport,659 ccm,https://bikez.com/motorcycles/aprilia_tuono_660_factory_2025.php
2025,Aprilia Tuono V4,-,Sport touring,1077 ccm,https://bikez.com/motorcycles/aprilia_tuono_v4_2025.php
2025,Aprilia Tuono V4 Factory 1100,-,Sport touring,1077 ccm,https://bikez.com/motorcycles/aprilia_tuono_v4_factory_1100_2025.php
2025,Aprilia Tuono V4 Factory SE-09 SBK 1100,-,Sport touring,1077 ccm,https://bikez.com/motorcycles/aprilia_tuono_v4_factory_se-09_sbk_1100_2025.php
2025,Arch KRGT-1,-,Sport,2032 ccm,https://bikez.com/motorcycles/arch_krgt-1_2025.php
2025,Ascend Bella 50,-,Scooter,50 ccm,https://bikez.com/motorcycles/ascend_bella_50_2025.php
2025,Ascend Clash 150,-,Scooter,150 ccm,https://bikez.com/motorcycles/ascend_clash_150_2025.php
2025,Ascend Classic 150,-,Scooter,150 ccm,https://bikez.com/motorcycles/ascend_classic_150_2025.php
2025,Ascend Defender 300,-,Scooter,276 ccm,https://bikez.com/motorcycles/ascend_defender_300_2025.php
2025,Ascend F3 150,-,Scooter,150 ccm,https://bikez.com/motorcycles/ascend_f3_150_2025.php
2025,Ascend F4 200,-,Scooter,200 ccm,https://bikez.com/motorcycles/ascend_f4_200_2025.php
2025,Ascend R9 200,-,Scooter,200 ccm,https://bikez.com/motorcycles/ascend_r9_200_2025.php
2025,Ascend Tank 150,-,Scooter,150 ccm,https://bikez.com/motorcycles/ascend_tank_150_2025.php
2025,Ascend Vlad 200,-,Scooter,200 ccm,https://bikez.com/motorcycles/ascend_vlad_200_2025.php
2025,Ather 450 Apex,-,Scooter,Electric,https://bikez.com/motorcycles/ather_450_apex_2025.php
2025,Atlas Honda CD Dream,-,Allround,72 ccm,https://bikez.com/motorcycles/atlas_honda_cd_dream_2025.php
2025,Bajaj Avenger 160 Street,-,Custom/cruiser,160 ccm,https://bikez.com/motorcycles/bajaj_avenger_160_street_2025.php
2025,Bajaj Avenger 220 Cruise,-,Sport,220 ccm,https://bikez.com/motorcycles/bajaj_avenger_220_cruise_2025.php
2025,Bajaj Avenger 220 Street,-,Sport,220 ccm,https://bikez.com/motorcycles/bajaj_avenger_220_street_2025.php
2025,Bajaj CT 110X,-,Allround,115 ccm,https://bikez.com/motorcycles/bajaj_ct_110x_2025.php
2025,Bajaj Dominar 250,-,Allround,249 ccm,https://bikez.com/motorcycles/bajaj_dominar_250_2025.php
2025,Bajaj Dominar 400,-,Sport touring,373 ccm,https://bikez.com/motorcycles/bajaj_dominar_400_2025.php
2025,Bajaj Freedom NG04,-,Sport,125 ccm,https://bikez.com/motorcycles/bajaj_freedom_ng04_2025.php
2025,Bajaj Platina 100,-,Allround,102 ccm,https://bikez.com/motorcycles/bajaj_platina_100_2025.php
2025,Bajaj Platina 110 Drum,-,Allround,115 ccm,https://bikez.com/motorcycles/bajaj_platina_110_drum_2025.php
2025,Bajaj Pulsar 125,-,Sport,124 ccm,https://bikez.com/motorcycles/bajaj_pulsar_125_2025.php
2025,Bajaj Pulsar 150,-,Sport,150 ccm,https://bikez.com/motorcycles/bajaj_pulsar_150_2025.php
2025,Bajaj Pulsar 220F,-,Sport,220 ccm,https://bikez.com/motorcycles/bajaj_pulsar_220f_2025.php
2025,Bajaj Pulsar N125,-,Sport,125 ccm,https://bikez.com/motorcycles/bajaj_pulsar_n125_2025.php
2025,Bajaj Pulsar N250,-,Naked bike,250 ccm,https://bikez.com/motorcycles/bajaj_pulsar_n250_2025.php
2025,Bajaj Pulsar NS125,-,Sport,125 ccm,https://bikez.com/motorcycles/bajaj_pulsar_ns125_2025.php
2025,Bajaj Pulsar NS160,-,Naked bike,164 ccm,https://bikez.com/motorcycles/bajaj_pulsar_ns160_2025.php
2025,Bajaj Pulsar RS200,-,Sport,200 ccm,https://bikez.com/motorcycles/bajaj_pulsar_rs200_2025.php
2025,Benda LFC 700,-,Custom/cruiser,676 ccm,https://bikez.com/motorcycles/benda_lfc_700_2025.php
2025,Benda LFS 700,-,Naked bike,680 ccm,https://bikez.com/motorcycles/benda_lfs_700_2025.php
2025,Benda Napoleonbob 250,-,Custom/cruiser,249 ccm,https://bikez.com/motorcycles/benda_napoleonbob_250_2025.php
2025,Benda Napoleonbob 500,-,Custom/cruiser,476 ccm,https://bikez.com/motorcycles/benda_napoleonbob_500_2025.php
2025,Benda Rock 250,-,Custom/cruiser,249 ccm,https://bikez.com/motorcycles/benda_rock_250_2025.php
2025,Benelli  150S,-,Naked bike,150 ccm,https://bikez.com/motorcycles/benelli_150s_2025.php
2025,Benelli 180S,-,Naked bike,175 ccm,https://bikez.com/motorcycles/benelli_180s_2025.php
2025,Benelli 302S,-,Naked bike,300 ccm,https://bikez.com/motorcycles/benelli_302s_2025.php
2025,Benelli 502C,-,Allround,500 ccm,https://bikez.com/motorcycles/benelli_502c_2025.php
2025,Benelli 752 S,-,Naked bike,754 ccm,https://bikez.com/motorcycles/benelli_752_s_2025.php
2025,Benelli Imperiale 400,-,Classic,374 ccm,https://bikez.com/motorcycles/benelli_imperiale_400_2025.php
2025,Benelli Leoncino 125,-,Enduro/offroad,125 ccm,https://bikez.com/motorcycles/benelli_leoncino_125_2025.php
2025,Benelli Leoncino 250,-,Super motard,249 ccm,https://bikez.com/motorcycles/benelli_leoncino_250_2025.php
2025,Benelli Leoncino 500,-,Super motard,500 ccm,https://bikez.com/motorcycles/benelli_leoncino_500_2025.php
2025,Benelli Leoncino 500 Trail,-,Allround,500 ccm,https://bikez.com/motorcycles/benelli_leoncino_500_trail_2025.php
2025,Benelli Leoncino 800,-,Naked bike,754 ccm,https://bikez.com/motorcycles/benelli_leoncino_800_2025.php
2025,Benelli Leoncino 800 Trail,-,Enduro/offroad,754 ccm,https://bikez.com/motorcycles/benelli_leoncino_800_trail_2025.php
2025,Benelli TNT 600i,-,Naked bike,600 ccm,https://bikez.com/motorcycles/benelli_tnt_600i_2025.php
2025,Benelli Tornado Naked T 125,-,"Minibike, sport",125 ccm,https://bikez.com/motorcycles/benelli_tornado_naked_t_125_2025.php
2025,Benelli TRK 251,-,Touring,249 ccm,https://bikez.com/motorcycles/benelli_trk_251_2025.php
2025,Benelli TRK 502,-,Allround,500 ccm,https://bikez.com/motorcycles/benelli_trk_502_2025.php
2025,Benelli TRK 502 X,-,Allround,500 ccm,https://bikez.com/motorcycles/benelli_trk_502_x_2025.php
2025,Benelli TRK 702,-,Allround,698 ccm,https://bikez.com/motorcycles/benelli_trk_702_2025.php
2025,Benelli TRK 702X,Show rating,Allround,698 ccm,https://bikez.com/motorcycles/benelli_trk_702x_2025.php
2025,Beta RR 2T 250,-,Enduro/offroad,249 ccm,https://bikez.com/motorcycles/beta_rr_2t_250_2025.php
2025,Beta RR 2T 300,-,Enduro/offroad,293 ccm,https://bikez.com/motorcycles/beta_rr_2t_300_2025.php
2025,Beta RR 2T X-Pro 300,-,Enduro/offroad,293 ccm,https://bikez.com/motorcycles/beta_rr_2t_x-pro_300_2025.php
2025,Beta RR Racing 2T X-Pro 250,-,Enduro/offroad,249 ccm,https://bikez.com/motorcycles/beta_rr_racing_2t_x-pro_250_2025.php
2025,Beta RR Racing 4T 350,-,Enduro/offroad,349 ccm,https://bikez.com/motorcycles/beta_rr_racing_4t_350_2025.php
2025,Beta RR Racing 4T 390,-,Enduro/offroad,386 ccm,https://bikez.com/motorcycles/beta_rr_racing_4t_390_2025.php
2025,Beta RR Racing 4T 430,-,Enduro/offroad,431 ccm,https://bikez.com/motorcycles/beta_rr_racing_4t_430_2025.php
2025,Beta RR Racing 4T 480,-,Enduro/offroad,478 ccm,https://bikez.com/motorcycles/beta_rr_racing_4t_480_2025.php
2025,Beta RR X-Pro 2T 125,-,Enduro/offroad,125 ccm,https://bikez.com/motorcycles/beta_rr_x-pro_2t_125_2025.php
2025,Beta RR X-Pro 2T 200,-,Enduro/offroad,190 ccm,https://bikez.com/motorcycles/beta_rr_x-pro_2t_200_2025.php
2025,Beta RR X-Pro 4T 350,-,Enduro/offroad,349 ccm,https://bikez.com/motorcycles/beta_rr_x-pro_4t_350_2025.php
2025,Beta RR X-Pro 4T 390,-,Enduro/offroad,386 ccm,https://bikez.com/motorcycles/beta_rr_x-pro_4t_390_2025.php
2025,Beta RR X-Pro 4T 430,-,Enduro/offroad,431 ccm,https://bikez.com/motorcycles/beta_rr_x-pro_4t_430_2025.php
2025,Beta RX 2T 300,-,Cross/motocross,293 ccm,https://bikez.com/motorcycles/beta_rx_2t_300_2025.php
2025,Beta RX 4T 450,-,Cross/motocross,449 ccm,https://bikez.com/motorcycles/beta_rx_4t_450_2025.php
2025,Bimota KB4RC,-,Sport,1043 ccm,https://bikez.com/motorcycles/bimota_kb4rc_2025.php
2025,Bimota KB998 Rimini,-,Sport,998 ccm,https://bikez.com/motorcycles/bimota_kb998_rimini_2025.php
2025,Bimota Tesi H2 Tera,-,Sport,998 ccm,https://bikez.com/motorcycles/bimota_tesi_h2_tera_2025.php
2025,Bluroc Hero 50 EFI,-,"Minibike, cross",50 ccm,https://bikez.com/motorcycles/bluroc_hero_50_efi_2025.php
2025,Bluroc X-Bongo 125,-,"Minibike, sport",125 ccm,https://bikez.com/motorcycles/bluroc_x-bongo_125_2025.php
2025,BMW C 400 GT,-,Scooter,350 ccm,https://bikez.com/motorcycles/bmw_c_400_gt_2025.php
2025,BMW C 400 X,-,Scooter,350 ccm,https://bikez.com/motorcycles/bmw_c_400_x_2025.php
2025,BMW CE 02,-,Scooter,Electric,https://bikez.com/motorcycles/bmw_ce_02_2025.php
2025,BMW CE 04,-,Scooter,Electric,https://bikez.com/motorcycles/bmw_ce_04_2025.php
2025,BMW F 800 GS,-,Enduro/offroad,895 ccm,https://bikez.com/motorcycles/bmw_f_800_gs_2025.php
2025,BMW F 900 GS,-,Enduro/offroad,895 ccm,https://bikez.com/motorcycles/bmw_f_900_gs_2025.php
2025,BMW F 900 R,-,Sport,895 ccm,https://bikez.com/motorcycles/bmw_f_900_r_2025.php
2025,BMW F 900 XR,-,Sport,895 ccm,https://bikez.com/motorcycles/bmw_f_900_xr_2025.php
2025,BMW G 310 GS,-,Sport,313 ccm,https://bikez.com/motorcycles/bmw_g_310_gs_2025.php
2025,BMW G 310 R,-,Sport,313 ccm,https://bikez.com/motorcycles/bmw_g_310_r_2025.php
2025,BMW K 1600 B,-,Touring,1649 ccm,https://bikez.com/motorcycles/bmw_k_1600_b_2025.php
2025,BMW K 1600 Grand America,-,Touring,1649 ccm,https://bikez.com/motorcycles/bmw_k_1600_grand_america_2025.php
2025,BMW K 1600 GT,-,Touring,1649 ccm,https://bikez.com/motorcycles/bmw_k_1600_gt_2025.php
2025,BMW K 1600 GTL,-,Touring,1649 ccm,https://bikez.com/motorcycles/bmw_k_1600_gtl_2025.php
2025,BMW M 1000 R,-,Sport,999 ccm,https://bikez.com/motorcycles/bmw_m_1000_r_2025.php
2025,BMW M 1000 RR,-,Sport,999 ccm,https://bikez.com/motorcycles/bmw_m_1000_rr_2025.php
2025,BMW M 1000 XR,Show rating,Sport,999 ccm,https://bikez.com/motorcycles/bmw_m_1000_xr_2025.php
2025,BMW R 12,-,Custom/cruiser,1170 ccm,https://bikez.com/motorcycles/bmw_r_12_2025.php
2025,BMW R 12 nineT,-,Naked bike,1170 ccm,https://bikez.com/motorcycles/bmw_r_12_ninet_2025.php
2025,BMW R 12 S,-,Custom/cruiser,1170 ccm,https://bikez.com/motorcycles/bmw_r_12_s_2025.php
2025,BMW R 1300 GS,Show rating,Enduro/offroad,1300 ccm,https://bikez.com/motorcycles/bmw_r_1300_gs_2025.php
2025,BMW R 1300 GS Adventure,Show rating,Enduro/offroad,1300 ccm,https://bikez.com/motorcycles/bmw_r_1300_gs_adventure_2025.php
2025,BMW R 18,-,Custom/cruiser,1802 ccm,https://bikez.com/motorcycles/bmw_r_18_2025.php
2025,BMW R 18 B,-,Custom/cruiser,1802 ccm,https://bikez.com/motorcycles/bmw_r_18_b_2025.php
2025,BMW R 18 Classic,-,Custom/cruiser,1802 ccm,https://bikez.com/motorcycles/bmw_r_18_classic_2025.php
2025,BMW R 18 Roctane,-,Custom/cruiser,1802 ccm,https://bikez.com/motorcycles/bmw_r_18_roctane_2025.php
2025,BMW R 18 Transcontinental,Show rating,Touring,1802 ccm,https://bikez.com/motorcycles/bmw_r_18_transcontinental_2025.php
2025,BMW S 1000 R,-,Naked bike,999 ccm,https://bikez.com/motorcycles/bmw_s_1000_r_2025.php
2025,BMW S 1000 RR,Show rating,Sport,999 ccm,https://bikez.com/motorcycles/bmw_s_1000_rr_2025.php
2025,BMW S 1000 XR,-,Sport,999 ccm,https://bikez.com/motorcycles/bmw_s_1000_xr_2025.php
2025,Brixton Cromwell 250,-,Allround,249 ccm,https://bikez.com/motorcycles/brixton_cromwell_250_2025.php
2025,Brixton Crossfire 500 Storr,-,Allround,486 ccm,https://bikez.com/motorcycles/brixton_crossfire_500_storr_2025.php
2025,Brough Superior AMB 001 Pro,-,Sport,997 ccm,https://bikez.com/motorcycles/brough_superior_amb_001_pro_2025.php
2025,Can-Am Canyon,-,Allround,1330 ccm,https://bikez.com/motorcycles/can-am_canyon_2025.php
2025,Can-Am Canyon Redrock,-,Allround,1330 ccm,https://bikez.com/motorcycles/can-am_canyon_redrock_2025.php
2025,Can-Am Canyon XT,-,Allround,1330 ccm,https://bikez.com/motorcycles/can-am_canyon_xt_2025.php
2025,Can-Am Origin,-,Enduro/offroad,Electric,https://bikez.com/motorcycles/can-am_origin_2025.php
2025,Can-Am Origin 73,-,Enduro/offroad,Electric,https://bikez.com/motorcycles/can-am_origin_73_2025.php
2025,Can-Am Outlander 1000R,-,ATV,999 ccm,https://bikez.com/motorcycles/can-am_outlander_1000r_2025.php
2025,Can-Am Outlander 500,-,ATV,650 ccm,https://bikez.com/motorcycles/can-am_outlander_500_2025.php
2025,Can-Am Outlander 6x6 1000 XT,-,ATV,976 ccm,https://bikez.com/motorcycles/can-am_outlander_6x6_1000_xt_2025.php
2025,Can-Am Outlander 700,-,ATV,650 ccm,https://bikez.com/motorcycles/can-am_outlander_700_2025.php
2025,Can-Am Outlander 850,-,ATV,850 ccm,https://bikez.com/motorcycles/can-am_outlander_850_2025.php
2025,Can-Am Outlander Pro HD5,-,ATV,650 ccm,https://bikez.com/motorcycles/can-am_outlander_pro_hd5_2025.php
2025,Can-Am Outlander Pro HD7,-,ATV,650 ccm,https://bikez.com/motorcycles/can-am_outlander_pro_hd7_2025.php
2025,Can-Am Pulse,-,Sport,Electric,https://bikez.com/motorcycles/can-am_pulse_2025.php
2025,Can-Am Pulse 73,-,Sport,Electric,https://bikez.com/motorcycles/can-am_pulse_73_2025.php
2025,Can-Am Ryker 600 Ace,-,Touring,600 ccm,https://bikez.com/motorcycles/can-am_ryker_600_ace_2025.php
2025,Can-Am Ryker 900 Ace,-,Touring,900 ccm,https://bikez.com/motorcycles/can-am_ryker_900_ace_2025.php
2025,Can-Am Spyder F3,-,Touring,1330 ccm,https://bikez.com/motorcycles/can-am_spyder_f3_2025.php
2025,Can-Am Spyder RT,-,Touring,1330 ccm,https://bikez.com/motorcycles/can-am_spyder_rt_2025.php
2025,CCM Bobber,-,Naked bike,600 ccm,https://bikez.com/motorcycles/ccm_bobber_2025.php
2025,CCM Street Moto,-,Naked bike,600 ccm,https://bikez.com/motorcycles/ccm_street_moto_2025.php
2025,CF Moto 300NK,-,Naked bike,292 ccm,https://bikez.com/motorcycles/cf_moto_300nk_2025.php
2025,CF Moto 300SS,-,Sport,292 ccm,https://bikez.com/motorcycles/cf_moto_300ss_2025.php
